tweet_id,label,tweet_text
1.36066051756867E+018,2,we should be able to choose our covidvaccine ex so someone who wants jandj isn�t forced to get pfizer or moderna
1.38269424832416E+018,2,to render its decision on emergency usage of chinese covid vaccine an important decision given the prevalent use of sinopharm amp sinovac in many nonwestern countries story via chinesevaccine coronapandemic
1.38091292888748E+018,2,vaccine makers except moderna have paid out tens of billions in damages for other products they brought to market when then knew those product would cause injuries and deathsee vioxx bextra celebrex thalidomide and opioids as a few examples
1.37400622905649E+018,3,had my covid vaccination today in and out within minutes great organisation thank you to all clinical and admin staff for doing such an amazing job teamcwp oxfordastrazeneca covidvaccinesavelives
1.37743863365795E+018,2,rich and upper class women telling regular average poor women to be strong and independent sounds like a scam to me sputnikv uhurumalizauende
1.36102583820926E+018,2,turkey�s coronavirus death toll rises by turkey coronaviruspandemic astrazeneca sputnikv
1.35903158280854E+018,1,the sputnikv vaccine effectiveness remains at astrazeneca now is only effective and i believe its effectiveness was never any higher than that it was the wests race to first with a vaccine especially before russia
1.36961671259377E+018,2,moroccan scientific and technical commitee for covid expands the approval to sputnikv and johnsonandjohnson vaccines in addition to the previously available sinopharm and astrazeneca morocco maroko
1.38435340835469E+018,2,for may galvez said the government expects at least million doses of sinovac vaccines to be delivered to the country along with to million sputnik v doses and moderna doses
1.38090722750727E+018,2,my injection site is swollen amp painful i have a dehydration headache my whole body aches and my seasonal allergies are not yet letting up i feel cruddy but at the same time very relieved and exceedingly grateful moderna dosedos
1.3821728795556E+018,3,today i got an appointment for friday to get my first moderna covidvaccine shot im psyched
1.37147276014119E+018,2,so bolsonaro failed the brazilian people again this time by giving the us a wink and a nod by not buying the sputnik v vaccine what in the actual fuck covid sputnikv covidvaccine vaccinenationalism
1.3756574437458E+018,2,if youre into stonks is now the time to short moderna with postindex fun money appears vaccine surplus at least in countries that can pay for shots is imminent unlike with elonmusk and tesla mrna cant goose sales by accepting bitcoin
1.37981881097115E+018,2,so like im under and had a first dose of oxfordastrazeneca vaccine my second dose is due a week today is it still ok to get thwle second dose did the blood clots mainly happen after the first dose
1.38115287079224E+018,2,hi just wanted to know is it possible to get covaxin as adviced by my doctor trying to call bkcjumbo but no is answering can u help pls
1.34210763170034E+018,2,the day after being vaccinated via covid covidsecondwave vaccin vaccine moderna pfizerbiontech pfizercovidvaccine antibodies
1.37356599687159E+018,2,not even a majority of all russians are willing to take this vaccin sputnikv
1.3782292328627E+018,2,arms of gov�t amp need to work together to ensure we have approved vaccines in kenya the public shouldn�t have to see the public drama with sputnikv the gov�t also need to define a sustainable role of private sector in covid vaccine distribution
1.37364009042198E+018,2,embarrassing ontario is reporting cases of covid new cases in toronto canada politicizing vaccine doug ford mr trudeau order sputnikv end lockdown cause business collapse drug addiction violence misery unemployment mentalhealthmatters
1.38517180872328E+018,2,cde news update germany wants to buy up to million doses of sputnik v vaccine read more stay informed germany sputnikv cdenews headlines
1.38022215652561E+018,2,its time to take suo moto and teach a lesson to fake news spreaders stay strong we are there with you when lw ecosystem come to defame judges jai hind covaxin
1.36406795222458E+018,2,cheap ivermectin is dangerous as it could take away profit for the vax for and the flu our nation amp
1.37942839124232E+018,3,days since my nd moderna covid vaccine still alive and feeling great covid moderna vaccinated
1.37566823878525E+018,2,any vaccination is like helmet and condom safety precaution but do not guaranty you covid covidvaccine covishield covidvaccination covaxin
1.36624924252474E+018,2,pm takes bharatbiotech covaxin big boost for makeinindia researchinindia and developinindia thats like a leader and every one should follow him and opt for covaxin our indigenous product
1.37229233231432E+018,3,i stuck it to covid after getting my first dose of the moderna vaccine in takoma park so should you my left arm is still sore but each of us has our own part to play in stopping the spread check to see if you�re eligible to get vaccinated � no matter where you�re located
1.37657734335603E+018,3,moscow russia everything is open business as usual ontario canada is reporting cases of covid new cases in toronto lockdown closed business church no family no hope mentalhealthmatters canada get out of syria sputnikv effective
1.38008348601545E+018,2,classic chameleonthis chattisgarh has seen rapid rise in active caseloadafter the thoroughly inept refused to use covaxindespite covaxin having been granted eua approval thereby putting to riskhis state btwwhat is vaccine usage rate in chhattisgarh
1.36846532799937E+018,3,sounds great congrats covaxin
1.34823347670581E+018,3,first vacc if you�re eligible get the pfizerbiontech
1.38097859295218E+018,2,are you safe after taking single dose of covid vaccineexpert dr s narayani fortis hospital covidvaccine covid vaccine covid largestvaccinedrive covid unitefightcorona coronavirus pfizer johnsonandjohnson astrazeneca moderna healthforall mumbai nagpur
1.36407695325963E+018,2,urgent first batch of russia�s sputnik vaccine arrives in mexico sputnikv sputnikurgent
1.37042715880446E+018,3,got my first moderna vaccine shot today wearamask getashot doyourpart allinthistogether
1.37581951434087E+018,2,pickle whiskey bet its good in a bloody mary in the house pickles pickleposse whiskey covidcommunion covid moderna old louisville
1.38073713684922E+018,3,moderna crew who�s with me
1.37012199997298E+018,1,astrazeneca vaccine causing blood clot in denmark the vaccine rollout has been put onhold please send me the sputnikv vaccine blessed
1.38018885149959E+018,2,�in just a month amp a half the ambition of granting countries access to covid vaccines is becoming a reality thanks to the outstanding work of our partners in the covax facility� said henrietta fore unicef executive director covaxin
1.38517250518753E+018,2,coronaupdate according to the state premier germany seeking to buy million sputnikv doses from russia
1.3848665081957E+018,2,ok we need more clarity on this covaxin vaccine
1.36373789798849E+018,2,selling nitrilegloves facemasks vaccines sputnikv syringes contact sales or tweet us covid trading business
1.38492039894133E+018,2,glitches vaccination outlook in ontario improving via hamont burlont covid astrazeneca pfizer moderna
1.38017766188075E+018,2,my mother has been eagerly wanting to get vaccinated with this covaxin but lo and behold no covaxin near pune so paraguay is more important than we the people who elected this govt
1.38274480753404E+018,2,a man in uttar pradesh was given first dose of covaxin and second dose of covishield man is terrified but his doctors are confident that no side effects will be faced by the man vaccine covidvaccine covishield covaxin covid india up vaccination
1.38382936217309E+018,2,embarrassing ontario is reporting cases of covid new cases in toronto canada politicizing vaccine doug ford trudeau order sputnikv end lockdown cause business collapse drug addiction violence unemployment health jesus motivation
1.36758392528404E+018,3,round one and done moderna thank you for telling me about turbovax for telling me about this amazing website for ny state residents got my apt yesterday for today linkin bio
1.37729276318459E+018,3,how great is this pfizerbiontech vaccine
1.37965036107867E+018,2,sil is arranging for my covid vaccination in dubai shall get moderna in a couple of days
1.38184411555013E+018,2,dr reddys laboratories gets emergency use authorisation for sputnik v in india emergencyuse authorisation sputnikv india covidvaccine
1.33788437492737E+018,2,us agency authorizes pfizerbiontech covid vaccine first vaccine will be administered in less than hours says us president pfizer biontech pfizerbiontech trump ugursahin ozlemtureci vaccine
1.36531353733827E+018,2,nstnation the sinovac covid vaccine which is set to arrive tomorrow has yet to be approved by the national pharmaceutical regulatory agency npra read here coronavirus
1.36717419267694E+018,2,ukraine pm commenting on slovakia pm who replying to journalist�s question �what did svk promised to russia for sputnikv� ironically said �the region of carpathian ruthenia� it is unfortunate that the slovak pm is spoiling the extremely friendly amp sincere relations
1.37249817299668E+018,2,an expected reduction in the uks covid vaccine supply in april is partly due to a delay in a delivery from india of five million oxfordastrazeneca doses moderna
1.38021917200152E+018,2,for vaccine information please visit covid covidvacccine mybrotherskeeper mask maskwork covid socialdistancing pfizer cedarssinai cdc usa pfizerbiontech pfizervacine
1.37587831147004E+018,2,pfizers version requires a day space period after the first injection while moderna�s version requires a day space period vaccine
1.38251912275225E+018,3,got my nd moderna shot today really folks a sore arm is better than a ventilator any day of the week
1.38493363934398E+018,3,first vaccine shot tomorrow moderna
1.38345086171674E+018,3,got my nd shot moderna fullyvacinnated dollyparton cinemagems
1.35160130746393E+018,2,that�s my first vaccination done thanks to the and ysbyty gwynedd vaccination nhs ysbytygwynedd covidvaccine pfizer pfizerbiontech
1.37847229191547E+018,2,ocgn ocugen covid vaccines remember nations now have to build stockpiles not just usa covaxin atos vxrt vaxvart atos
1.37178812299287E+018,2,more cyprus to buy russias sputnikv coronavirus vaccine once approved in eu sputnikupdates
1.36230595331248E+018,3,the has secured million additional doses of moderna vaccine bringing the total number of doses secured to billion europeans will have access to safe amp effective vaccines safevaccines vaccineswork
1.3739829735451E+018,3,if youre curious about sideeffects i had almost none with the moderna vaccine even having had covid even after my secondshot the worst thing was that my armpit on the side of the injection is very tender worth it
1.38449337528236E+018,2,my green card beaulieu lausanne moderna justgetthejab
1.36717580146516E+018,3,dose of the moderna vaccine is done there was pressure but not really pain as it was going in my arm hurts when i move it which was expected but otherwise i feel good so grateful for everyone who made this possible covidvaccine covid
1.38179428461815E+018,2,i dont understand the concept of vaccinemaitri where the lives of own citizens are being compromised for someones pr this unrealistic policy has made india from aatmanirbhar to dependent on sputnikv and who is accountable for this mismanagement
1.37969721324533E+018,2,where do we get covaxin in mumbai same which pm took
1.38200281353073E+018,3,nd thing i did was get my st of moderna so grateful to all the scientists providers amp volunteers making this possible upset today to hear that jampj vax may be paused due to an extremely rare complication amp hoping people w scheduled appts can be prioritized accordingly
1.37319428464035E+018,2,got my first green monkey kidney dose yesterday not dead yet and no signs of turning into a green monkey but the nurse said no alcohol no heavy exercise and no coffee i asked about tea and she said okayif its light vaccinated sinopharm
1.37419057330587E+018,2,according to wapo some people in uae are being invited to receive a third shot of the sinopharm coronavirus vaccine after antibody tests indicated they did not have a sufficient immune response following two doses of the vaccine similar report out of china as well
1.36714697606466E+018,3,bharat biotech announces phase results of covaxin indias first covid vaccine demonstrates interim clinical efficacy of covaxin covidvaccine clinicalefficacy phaseresults
1.37698928869344E+018,2,poltitics over people sputnikv
1.37615752021403E+018,2,some of you have no idea how clinical trials work and it shows biochemistthinksyoushouldlearnmorethings vaccinessavelives vaccineswork moderna pfizer astrazenca
1.36282235521987E+018,1,how many have to die daniel thayne simpson a retired accountant who served in the navy during the korean war got his st dose of the moderna covid shot on the next day simpson was dead
1.38091102168299E+018,2,got my first covid shot this morning moderna covidvaccine covid
1.37754522446614E+018,2,i just got the first dose of moderna must be the first time someone other than my parents entered my room since the pandemic started they were wonderful but i had a really hard time handling it and communicating expecting to crash hard severeme mecfs
1.36666260410237E+018,2,once vaccinated you dont have to wear masks anymore covaxin
1.37702188565382E+018,1,i�m not an antivaxxer but this nd dose of moderna really smacked me upside the head wtf did they put inside my body covidvaccine
1.34174512225866E+018,2,the number of coronavirus infections rises to worldwide coronavirus covid vaccines pfizerbiontech
1.36523999333827E+018,2,why would cnn want to bash a promising and safe vaccine right at the point it is being readied for the us market this article is a rehash of earlier propaganda from indian political infighting over their two vaccines covaxin and covishield astrazeneca
1.38363388965509E+018,2,if seruminstituteofindia can do mass production of covishield is bharatbio not capable of doing mass production of covaxin why there is always a short supply of covaxin at hospitals and vaccination centers in mumbai pmoindia icmr drharshvardhan
1.36597232368632E+018,3,done and dusted thankyou soon to be protected the end is in sight pfizerbiontech
1.37407437452182E+018,2,mondaymotivation who is eating alone because doug ford and trudeau toronto ontario canada forced you to stay home lockdown no family no business no church no hope no life mentalhealthmatters order russia sputnikv get out of syria covid spring
1.37408820031511E+018,3,moscow russia everything is open business as usual ontario canada is reporting cases of covid new cases in toronto lockdown closed business church no family no hope mentalhealthmatters canada get out of syria sputnikv effective
1.3589955239575E+018,2,sinovac developed by ccpchina is of a little credibility as coronavirusvaccines
1.37776293018436E+018,2,the ghana health service going for the sputnik v vaccine is the best thing that ever happened to the country as far as getting an effective vaccine is concerned sputnikv
1.37030606941998E+018,2,india has sent doses of the madeinindia vaccine called covaxin to iran this is the first shipment from india to iran mohammed saleh brings you the story
1.36753946806919E+018,3,canada politicizing vaccine the virus is not causing economic business collapse child abuse drug addiction domestic violence unemployment mentalhealth doug ford trudeau lockdown is ask russia sputnikv effective against covid
1.37368829938726E+018,2,got the guvid vaccine moderna vaccine blessed
1.37755118186676E+018,2,one more deal with another chinese company for the production of million doses of russias sputnikv in china confirmed so far india million doses china million doses southkorea million million mayjune confirmation
1.38180007450254E+018,3,st jab registration was quick got vaccinated within minutes now have to wait around for minutes to monitor nd jab in days covidvaccination moderna
1.37497081557844E+018,2,my bro just got vaccinated wahu oxfordastrazeneca
1.36176938696983E+018,3,fully vaccinated one week until fully protected covidvaccine getvaccinated covidvaccine pfizerbiontech
1.36538884790387E+018,2,back this evening at newholme hospital for tiinas pfizerbiontech jab im so relieved thanks to her gp and again the hospital staff we now look forward to the nd dose really deserved our and supper tonight
1.38306700691252E+018,2,well analyzedmake no mistake sii is going out of the way including influencing people who matter on distribution to ensure artificial short supply covaxinharass public who present themselves for nd dose of covaxindont administer st dose of covaxin stating poor supply
1.3726167177389E+018,3,having been through both covid and had the oxfordastrazeneca vaccine i can tell you i would rather have two days of a bit of a temperature and fatigue than the two weeks of raging fever oxygen depletion and worrying if you will make it getvaccinated oxfordastrazeneca
1.37936353331023E+018,2,govt to purchase m doses of sputnik v read more lka srilanka sputnikv
1.34116973337947E+018,2,has led to moderna modernavaccine led to pfizerbiontech pfizervaccine who scientists say vaccineswork uspresidentelect usvicepresidentelect vaccinated bidenharris not outgoinguspresident potus trump covidvaccinereality ye fisheries
1.36778227436051E+018,2,covid vaccine explained covishield covaxin dos and donts covid coronaviruspandemic covidvaccine covidvaccination covishield covaxin covidvaccine
1.37841520592389E+018,2,so russia and putin are rumoured to have influenced elections in a superpower usa and some presidential aspirant in a fading rd world country mudavadi is here maliciously trashing sputnikvhow they will deal with this one
1.38485944420762E+018,2,ocgn surging in wednesday�s premarket trading after the malvern pennsylvania biotech firm�s indian collaborator reported positive interim results from the covaxin phase trials ocgn stock was up more than qqq
1.342309421872E+018,2,covid vaccination in uk over citizens receive first dose of pfizerbiontech vaccine covidvaccination uk pfizerbiontech
1.36209683632091E+018,2,in response to the ema statement that they cannot find sputnik v application for review we attach the receipt of such application from january below countries have already registered sputnikvvictory hand
1.35819503740264E+018,2,who do you trust the most with your health pandemic vaccine vaccines covidvaccine who healthyliving saturdaymotivation saturdaythoughts survey polls twitter cnn relatable medicine government sick virus coronavirus pfizerbiontech moderna astrazeneca reality
1.37250052103518E+018,3,the are awesome just had my first covid jab and feel great can�t believe how efficient it all is you�ll be pleased to note that i had the jab and guess what no problems whatsoever oxfordastrazeneca covidvaccine astrazenecavaccine
1.38231811279673E+018,3,first dose check moderna covidvaccine healthiswealth
1.38186752437187E+018,3,national drug regulator dcgi has granted permission for restricted use in emergency situations to russian sputnikv vaccine health ministry sputnikv india covidvaccine
1.37664491562351E+018,3,covid vaccines developed by pfizer amp moderna reduced risk of infection by two weeks or more after the first of two shots according to data from a realworld us study released on monday
1.35008998344143E+018,2,received my st jab last friday pfizerbiontech studentnurse
1.37887246642933E+018,2,getting my second shot tomorrow and i am super nervous about sideeffects i hope i will be able to still do my radio show on tuesday i hardly ever take sick days please send positive vibes tomorrow vaccination radio moderna
1.37980430394736E+018,1,always said they rushed the vaccine but no i trusted the scientists and let them inject the shit in and now if i get a second one it might kill me fuck that shit fuck that noise fuck maybe thats why i feel so off atm maybe i have blood clots oxfordastrazeneca murderers
1.36540556371945E+018,2,trump�s coronavirus vaccine czar owns million in stock options in moderna warp speed is only delivering moderna this explains the slowdown on the pfizer shipments the grift in our faces they do with indignant impunity they really do not care about getting caught
1.37493748484546E+018,2,so far my only side effects of the covid vaccine are a sore arm and tiredness moderna covidvaccine
1.33803707562753E+018,2,the first shipments of the pfizerbiontech covid vaccine will begin arriving in us states from monday an official of president s administration said
1.38352875882556E+018,2,sputnikv �s biggest legacy may be political turmoil in eastern european countries that have accepted the russian vaccine destabilization has followe russia europe germany vaccine covid
1.38522786515996E+018,2,india of those vaccinated with covaxin tested ve after each of just the st dose as well as both doses of those who took st dose of covishield and of who took both the doses tested ve
1.376958061039E+018,2,ministry of agriculture headquarters closed over surge in covid cases coronavirusupdates covid covid coronavirus ethiopia sputnikvaccineinkenya sputnikv national assembly raila odinga dp ruto joash onyango
1.37094423275667E+018,2,covid vaccination drive in cambodia sinopharm from february march covishield from march � march
1.36626210876618E+018,2,pm narendramodi took his first dose of the covid vaccine at aiims delhi today he led the way in aatmanirbharbharat drive by taking a dose of locally developed bharat biotechs covaxin makeinindia covaxin largestvaccinedrive pmmodi vaccine
1.38057565827168E+018,2,presidents putin amp erdogan spoke by phone discussed issues of countering the spread of covid potential joint production of the russian sputnikv vaccine situation in libya syria domestic crisis in ukraine nagornokarabakh settlement
1.36555802162826E+018,2,nd moderna down hours in and arm is sore injection site warm a little red itchy and slightly swollen other than that maybe a little tired but nothing to write home about sure hope it�s in there doing it�s thing moderna covidvaccine
1.38179444286932E+018,3,india officially gets its rd vaccine sputnikv efficacy rate sputnik v covishield covaxin drreddys will manufacture the vaccine for india
1.37972941067311E+018,2,and have again corrected upward their production forecast for their covidvaccine output is now expected to total billion doses vaccinemanufacturing vaccineproduction pfizerbiontech
1.38155208951235E+018,3,breaking news sputnikv approved for emergency use in india
1.38397488525329E+018,2,there will be a times rise in the production of covaxin vaccine by september union health minister informed read covidindia
1.38007313711133E+018,2,the chinese sinopharm vaccine will not be used on sri lankans until it is approved by the world health organisation for emergency use the health ministry said today read the full story here via srilanka lka sinopharm
1.36914852536013E+018,1,who would feel safe taking a vaccine from a country led by a brutal dictator who has been poisoning people and the name sputnikv really
1.38287837678904E+018,3,you only win if youre getting moderna the vaccine for champions and very cool people
1.37340830825887E+018,2,comparing vaccines pfizer moderna johnsonandjohnson
1.37095475317836E+018,2,uk can use astrazeneca and take all the blood clots we dont want it we use sinovac
1.3623318932624E+018,2,why was approval for the covid vaccine covaxin applied for in over countries i think everyone knows the answer ocgn ocugen
1.36756364241846E+018,2,waiting for covaxin
1.37388135980289E+018,2,bharatbiotech amp
1.36928383645512E+018,2,just a heads up for those planning on getting the moderna covidvaccine your arm will be a bit uncomfortable to use for the day other than that no other side effects for me at least
1.38482410553967E+018,3,ocgn icmr study shows covaxin neutralises against multiple variants of sarscov and effectively neutralises the double mutant strain as well
1.35365856101292E+018,2,if its true it looks like astrazeneca wont be supplying to australia for a whilethat is why pfizerbiontech is provisional approved first by tga and announced by morrison govt today no mention of astrazeneca for this small roll out end of feb auspol
1.36157837930943E+018,2,israel wants to establish moderna and pfizer vaccine plants to become an international center in the fight with covid
1.38418550225793E+018,2,your covaxin has better results amp
1.38199370723108E+018,2,what sh says today bjp listens to tomorrow laughts at it day after tomorrow understands it the next day and implements it after worldwide criticisms days later covid sputnikv covidvaccine cancelboardexams
1.38280190628892E+018,2,new this week on maxouttime s first black female class president discusses the moderna vaccine navigating the pandemic and all things covid watch episode click here to listen click here
1.3815637137113E+018,3,india gets third coronavirus vaccine sputnikv gets approval sputnik
1.38510319050545E+018,2,a triplemutant coronavirus is now present in india health experts said on wednesday adding to the worries of a country reeling from the second wave of the covid pandemic indicanews triplemutant coronavirus covidindia covaxin bharatbiotech
1.38159287484484E+018,2,new episode alert talking vaccines with an expert from on herenowthenews astrazeneca pfizer moderna covid
1.37023598671881E+018,2,covid covidvaccine covaxin covid before opening schools for children government shd provide covid vaccination to teachers amp staff on priority as preventive measure
1.3754700969073E+018,3,pfizer and moderna vaccines safe and effective for pregnant women study says covid
1.37927287947755E+018,1,finally admitting that there is a problem with blood clots and the oxfordastrazeneca covid coronavirus
1.38154488321154E+018,2,good to see sputnikv being approved by the government did they do it under pressure just last week they refused to approve irrespective all global reports indicate its a good vaccine
1.35514526783473E+018,2,novartis just agreed to produce pfizerbiontech vaccine in their own plant in switzerland
1.38232345446092E+018,2,announced that it will be importing the sputnikv vaccine from russia this quarter amp supplies from indian manufacturers will commence from next quarter reports coronavirus covid sputnikvaccine
1.38008632089949E+018,2,astrazeneca plc�s covid vaccine causes rare blood clots could hinder immunization campaigns across the world astrazeneca unitedkingdom europe corona covid bloodclot immunity covidvaccine covishield covaxin health news navgujaratsamay navgujaratsamayofficial
1.37011057417719E+018,1,interested in the report about the enquiry into the relation between the oxfordastra zeneca vaccine and blood clots as i suffered with nose bleeds and blood clots for weeks after my vaccine oxfordastrazeneca vaccine
1.38483163223486E+018,3,icmr study shows covaxin neutralises against multiple variants of sarscov and effectively neutralises the double mutant strain as well indiafightscovid largestvaccinedrive
1.34658742516706E+018,2,thanks i read the last pfizerbiontech paper and they say they have some data on hivpositive patients but couldnt find anything on allogeneic sct recipients know any realworld people having got the vaccine
1.34608777422775E+018,2,israeli health minister with me earlier vaccinestrategy on target to hit of population who want it by late march pfizervaccine pfizerbiontech plus sticks to guide on intervals of weeks covid
1.3709275106329E+018,2,wut comes to mind when i see or hear vaccine is biden amp fauci moderna amp pfizer johnsonandjohnson amp merck since the latter is helping out and think of those who�ve died cause of that who left
1.37435322839809E+018,3,anyone working on that vaccine for white men with guns moderna pfizer vaccineswork colorado capitolriots atlantaspa columbine sandyhook parkland
1.37409658550475E+018,2,russian sputnik v coronavirus vaccine arrives in pakistan price of two doses rs russia russianvaccine vaccineswork vaccine sputnikv sputnik sputnikvaccinated pakistan
1.37764425012546E+018,2,ill be more than happy to use all my frequent flyer miles in a day return trip to get vaccinated with sputnikv at if your program allows it in the near future
1.37976775094875E+018,2,why isn�t this getting the same coverage as astrazeneca both moderna amp pfizer potentially linked with rare cases of thrombocytopenia including deaths i find it odd that no one is shouting about this yet az are getting hung out to dry
1.37261656942821E+018,2,sputnik vaccine output to surge on new pact with drugmaker in india covid covid sputniklight sputnikv
1.38310446536499E+018,3,one dose down one to go thanks to for making this so convenient covidvaccine moderna
1.36924189418268E+018,2,in an already hindu nationalist india ruled by upper caste brahminical patriarchs the efficacy of covaxin will push the minorities further into fear the failure of covaxin was our only hope to fight the facist forces but alas the wire
1.36334630722236E+018,2,india reports new covid cases fresh deaths indiacovidcases covid coronavirus corona covaxin covishield read
1.37327739780662E+018,3,moscow russia everything is open business as usual ontario canada is reporting cases of covid new cases in toronto lockdown closed business church no family no hope mentalhealthmatters canada get out of syria sputnikv effective
1.35698077494433E+018,2,its a success story the vaccine research partnership between amp kathrin jansen arranged this alliance learn more about the german researcher at pfizer the company amp the pfizerbiontech collaboration womenphysiciansday
1.36723547672642E+018,2,our new study in of cutaneous delayed largelocalreactions to moderna covidvaccines led by the indefatigable and medtwitter dermtwitter idtwitter a thread
1.37611240340287E+018,2,turkeys donation of sinovac vaccines arrives in bosnia
1.37796719467653E+018,2,it would be helpful if your website andor vaccine scheduling portal actually stated which vaccine you are administering moderna pfizer johnsonandjohnson maine newhampshire newyork vermont massachusetts covidvaccine
1.38232612951681E+018,3,second moderna vaccine in thank you science thank you pastorsforvaccines
1.36146030556653E+018,3,my parents got their first shot of moderna today and im so grateful
1.36256414451646E+018,2,can you come clean on this allegation over covaxin the allegations are severe and i am not sure how the claims of lakhs of adrs are reported to us fda when we are not doing trial in us and the overall pool size for phase trial in india is less than k
1.36271913057127E+018,2,coronil vs covaxincovishield what will you prefer
1.37716006191552E+018,2,in part iii of this post analyses governments refusal to share clinicaltrial data of covaxin vaccine which was granted approval in �clinical trial mode� without phase efficacy data and was approved for regular emergencyuse authorization only on th march
1.37296317762601E+018,3,uk and european regulators declare astrazeneca vaccine safe and effective via astrazeneca uk europe vaccine covid covid covidvaccine vaccineswork oxfordastrazeneca pandemic pharmaceutical research smartnews
1.37971055607304E+018,3,break elle taylor from ammanford an unpaid carer for her yearold grandmother becomes first person in uk to receive moderna covid vaccine at west wales general hospital she says she�s �thrilled�
1.36743653313796E+018,2,zimbabwe becomes the first african county to authorise the use of covaxin indias indigenous covid vaccine follow for updates
1.37433744829409E+018,2,beacon of light it�s been a tough year for us all remembering all those we lost to covid and thanking the nhs pfizerbiontech for giving us a beaconoflight health blessed covid thankyou socialmedia digitalart mindful mind hospitality
1.36813532154042E+018,2,china has promised to gift another doses of sinopharm covid vaccine to srilanka
1.38476535687975E+018,2,aap to made in india vaccine covaxin ko hi demote karte ho we take only made in india vaccine covaxin provide covaxin in hospitals
1.38421880850881E+018,3,the vlog is up come along with me on part of my vaccine journey vlog vaccine part moderna covid vaccinesideeffects vaccinessaveslives part one is done via
1.38089183146292E+018,2,st dose moderna
1.37988038936012E+018,2,its a shame how politicians is playing with people life just for their benefit my parents took covaxin bihar is doing great under leadership
1.38316840758399E+018,2,bloodclotting illness pvt x more prevalent in moderna pfizer covidvaccine recipients than astrazeneca � oxford researchers vaxzevria vaccineinjuries notomandatoryvaccines abolishbigpharma
1.37946016848904E+018,3,that�s the mammy fully vaccinated today moderna vaccination
1.37711935126274E+018,2,sri lanka seeks who approval to use sinopharm slnews who sinopharm srilanka
1.38454332798326E+018,2,has he now allowed covaxin in his state chattisgarh
1.37389597230519E+018,2,a batch of covidvaccine developed by the chinese pharmaceutical company sinovac arrived in cotonou the economic capital of benin on sunday evening
1.36983420833677E+018,2,a flight carrying doses of covid sinopharm vaccines donated by china to the republic of the congo departed from the airport to the african country
1.3815743489815E+018,2,big biow to american pharma lobby who thought they can force india to approve their pfizer and moderna vaccine by spreading rumours about vaccine shortage with help of corrupt poiiticians like pappu and sonia gandhi well done govt sputnikv
1.37034246230514E+018,3,it is a conspiracy against indian pharma companies big assed pharma companies are hoping to make windfall gains by selling their inferior vaccines india is about to rain on its parade covaxin is the best safest and cheapest vaccine out there covaxin covidvaccine
1.37748521631135E+018,2,no amp
1.38029218635757E+018,1,nd dose of moderna today like a fool i went home and immediately started a hour cleaning spree and now my joints dont want to work anymore also have a sore throat fatigue lightheadedness and the start of a headache so basically the usual lupus flare symptoms
1.3604324451961E+018,3,headlines watch morocco says chinas sinopharm vaccine is effective in older people and will continue using it to vaccinate the population aged and over read more
1.38415353617949E+018,2,covishield or covaxin or sputnikv
1.3744809208712E+018,2,who is eating alone today because doug ford and trudeau toronto ontario canada forced you to stay home lockdown no family no business no church no hope no life mentalhealthmatters order russia sputnikv get out of syria covid spring cuba
1.34130778973853E+018,2,biontech chief executive said on monday he was confident a covid vaccine codeveloped with pfizerbiontech would be effective against a variant of the coronavirus that has emerged in britain reuters
1.37323343995722E+018,2,and if that doesn�t work for you i guess pakistan�s medical experts that approved sinopharm have no idea then and every pakistani health worker and senior citizen presently is being put in harms way
1.36439257309622E+018,2,the only time you can eat the vaccine cake redvelvetjoy food dessert moderna covidvaccine blackbusiness
1.35240112776196E+018,2,exclusive pfizerbiontech agree to supply who coled covid vaccine scheme sources
1.3813255635755E+018,2,check the timetable of when to take the seconddose after taking first dose of covid vaccine covishieldvaccine covaxin indiafightscorona coronaupdate vaccinetimetable pune punefightscorona
1.3776715228951E+018,3,the husband has got his first vaccine shot of covaxin today last year this time we were full of fear anxiety uncertainty and slight despair one year is a long time for getting partial relief
1.3718218934691E+018,2,nstworld us manufacturer moderna has started covid vaccine trials for children aged from months to under years old with plans to enrol about participants moderna children vaccine covid trials
1.36715427431294E+018,3,great proves that india is a vaccine powerhouse and is second to none congrats to all scientists largestvaccinedrive indiafightscovid covidvaccine covaxin
1.36791076854138E+018,3,today i got first dose of my covid vaccine covidvaccination covid pfizerbiontech essentialworkers businessowners
1.38451980851166E+018,2,will this financial aid for vaccine makers help india beat the nd wave of covid seruminstituteofindia bharatbiotech covishield covaxin covidvaccine govtcredit knowello
1.37266873695253E+018,2,eu should probably help russia with sputnikv vaccine commissioner says
1.38150198625258E+018,2,as india overtakes brazil as second most infected country the subject expert committee will be meeting today to take up drlsputnik v application for emergency use authorisation in india covid covidvaccine sputnikv
1.37947556377834E+018,2,highlights the uk government�s response to covid �we secured access to more than m vaccine doses we were the st country to approve the pfizerbiontech vaccine amp have now vaccinated well over m of our people� full event
1.38154858668545E+018,3,govt sources recommendation for emergency use authorisation granted to sputnikv covid vaccine sputnik v drl type adenovirus platform doses efficacy source experts panel drreddys covidvaccine
1.37429999453513E+018,2,queueingforthevaccine scenes from wilkins hospital this morning frontline workers the elderly amp other essential services being vaccinated sinopharm sinovac zimbabwe
1.38420784374666E+018,3,moderna nd shot done yay covidvacccine moderna covid kaiserpermanente
1.37264788855634E+018,2,received my first one today moderna biden covidvaccine vaccinated
